shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments,supervisor_id,performance_score,reliability,teamwork,clinical_decision,remarks
SN0066-34907,N0066,2025-12-15,ED,Day,12,4,1,1,0,False,False,F1575,Medium,Severe,Monthly,False,False,More,False,2,,SUP5,2,Average,High,Appropriate,
SN0072-31307,N0072,2025-11-09,Peds,Day,8,4,1,1,0,False,False,F4071,Low,Moderate,Weekly,False,False,More,False,4,,SUP12,4,Average,High,Needs improvement,
SN0055-34119,N0055,2025-12-07,ED,Day,12,3,2,0,0,False,False,F4890,Low,None,Never,True,True,More,True,2,,SUP1,4,Good,Low,Appropriate,
SN0027-34507,N0027,2025-12-11,Medical,Night,8,3,8,3,1,False,False,F2108,Low,None,Never,False,False,More,False,2,,SUP1,4,Good,Moderate,Needs improvement,
SN0129-31019,N0129,2025-11-06,ICU,Evening,12,8,2,0,2,True,False,F2182,Low,None,Monthly,False,False,More,True,5,,SUP4,5,Excellent,High,Appropriate,
SN0064-29107,N0064,2025-10-18,ED,Night,12,5,8,1,1,False,False,F1578,Low,None,Weekly,True,False,Less,False,1,,SUP4,3,Average,High,Appropriate,
SN0023-29607,N0023,2025-10-23,Peds,Day,12,6,5,0,1,False,False,F548,Medium,Moderate,Every day,False,False,More,False,1,,SUP12,5,Good,Moderate,Needs improvement,
SN0096-34219,N0096,2025-12-08,ICU,Day,12,4,5,0,0,False,False,F4609,Low,Moderate,Every day,False,False,More,True,2,,SUP1,2,Excellent,High,Outstanding,
SN0086-31407,N0086,2025-11-10,Surgery,Day,8,4,3,0,0,False,False,F2076,High,Severe,Monthly,False,False,No change,True,5,,SUP6,3,Good,High,Appropriate,
SN0097-29619,N0097,2025-10-23,Surgery,Night,12,8,7,0,0,False,False,F3187,Low,Severe,Every day,True,False,Less,False,2,,SUP2,3,Good,High,Appropriate,
SN0049-34519,N0049,2025-12-11,Medical,Day,12,7,4,1,0,False,False,F4334,High,Moderate,Weekly,False,False,More,False,3,,SUP1,4,Excellent,Moderate,Needs improvement,
SN0119-30319,N0119,2025-10-30,Peds,Night,12,3,8,0,1,False,False,F2050,Low,None,Monthly,False,False,No change,False,2,,SUP12,2,Excellent,Moderate,Outstanding,
SN0024-36319,N0024,2025-12-29,Surgery,Night,12,4,6,0,0,False,False,F446,Low,Severe,Every day,False,False,More,False,3,,SUP11,3,Average,High,Needs improvement,
SN0150-36507,N0150,2025-12-31,Surgery,Day,8,2,8,2,0,False,False,F133,Low,None,Monthly,True,True,No change,False,4,,SUP10,5,Average,High,Needs improvement,
SN0078-35719,N0078,2025-12-23,Peds,Day,8,3,6,1,1,False,False,F4783,Medium,None,Weekly,False,False,No change,True,2,,SUP12,4,Good,High,Appropriate,
SN0135-34907,N0135,2025-12-15,Surgery,Evening,10,3,9,1,0,False,False,F2728,High,Severe,Weekly,False,False,Less,False,1,,SUP8,5,Average,High,Appropriate,
SN0020-29707,N0020,2025-10-24,Surgery,Evening,12,2,1,1,1,False,False,F4319,Low,Moderate,Monthly,False,True,No change,False,3,,SUP3,2,Good,High,Appropriate,
SN0147-33919,N0147,2025-12-05,Surgery,Day,12,5,4,0,0,False,False,F5022,Medium,None,Never,False,False,More,False,4,,SUP5,3,Good,High,Appropriate,
SN0109-00607,N0109,2026-01-06,Surgery,Night,12,2,5,1,1,False,False,F5106,Medium,None,Never,False,False,No change,False,5,,SUP8,5,Excellent,High,Appropriate,
SN0094-30219,N0094,2025-10-29,ICU,Day,8,3,3,1,1,False,False,F1795,Medium,Moderate,Never,False,True,No change,False,1,,SUP3,5,Excellent,High,Appropriate,
SN0069-35107,N0069,2025-12-17,Surgery,Night,10,3,2,0,2,False,False,F222,Medium,Moderate,Every day,True,True,More,False,5,,SUP6,3,Good,Moderate,Appropriate,
SN0139-35707,N0139,2025-12-23,ED,Day,12,2,5,0,1,False,False,F3648,Medium,Moderate,Every day,False,False,More,True,4,,SUP5,2,Good,Moderate,Outstanding,
SN0026-29519,N0026,2025-10-22,ED,Night,12,4,10,0,1,False,False,F4900,Medium,None,Weekly,False,False,No change,False,5,,SUP3,2,Good,High,Outstanding,
SN0067-35819,N0067,2025-12-24,Peds,Night,12,4,10,0,0,False,False,F360,Low,None,Never,False,False,More,False,5,,SUP7,5,Good,Moderate,Appropriate,
SN0045-34419,N0045,2025-12-10,Peds,Night,12,5,7,3,1,False,False,F1369,Medium,Moderate,Every day,False,True,More,False,2,,SUP6,3,Good,High,Appropriate,
SN0044-35119,N0044,2025-12-17,Medical,Day,12,8,4,1,1,False,False,F3165,Medium,Moderate,Never,True,False,No change,True,4,,SUP5,3,Excellent,High,Appropriate,
SN0131-28607,N0131,2025-10-13,ED,Night,10,3,8,1,0,False,False,F894,Low,Moderate,Monthly,False,False,More,False,5,,SUP2,5,Below avg,High,Appropriate,
SN0039-31807,N0039,2025-11-14,Surgery,Day,12,2,9,3,3,False,False,F92,Medium,Moderate,Monthly,False,False,Less,False,5,,SUP7,4,Excellent,Moderate,Appropriate,
SN0142-29707,N0142,2025-10-24,Surgery,Day,8,3,9,0,1,False,False,F1522,Low,None,Every day,False,False,No change,False,1,,SUP12,3,Good,Moderate,Appropriate,
SN0105-33207,N0105,2025-11-28,Medical,Night,12,6,2,2,2,False,False,F2475,Low,Moderate,Never,False,True,Less,False,5,,SUP11,2,Good,High,Outstanding,
SN0120-28507,N0120,2025-10-12,ICU,Evening,12,8,1,1,2,False,False,F670,Medium,Severe,Weekly,False,False,More,True,4,,SUP9,4,Average,High,Needs improvement,
SN0012-30407,N0012,2025-10-31,Medical,Evening,12,3,4,1,2,False,False,F2635,Medium,Moderate,Every day,True,False,More,False,5,,SUP10,3,Good,High,Needs improvement,
SN0124-30307,N0124,2025-10-30,Peds,Day,12,2,1,0,0,False,False,F281,Low,Moderate,Never,True,False,More,False,2,,SUP11,5,Good,High,Appropriate,
SN0095-33419,N0095,2025-11-30,Surgery,Day,12,5,2,1,1,False,False,F3318,High,Moderate,Weekly,False,False,More,False,2,,SUP4,5,Good,High,Outstanding,
SN0079-31919,N0079,2025-11-15,Medical,Night,12,2,1,1,0,False,False,F810,Medium,None,Every day,False,True,No change,False,5,,SUP10,2,Good,High,Appropriate,
SN0140-34407,N0140,2025-12-10,Surgery,Day,12,5,8,0,2,False,True,F4728,Low,Moderate,Weekly,False,False,More,False,5,,SUP3,3,Excellent,High,Appropriate,
SN0056-35007,N0056,2025-12-16,ICU,Night,12,5,9,1,0,False,False,F276,High,None,Never,False,False,No change,False,2,,SUP8,2,Good,High,Appropriate,
SN0096-36407,N0096,2025-12-30,Medical,Day,12,5,4,1,1,False,False,F3864,Medium,Moderate,Weekly,False,True,No change,False,3,,SUP7,4,Excellent,High,Needs improvement,
SN0126-34807,N0126,2025-12-14,Peds,Day,8,3,10,2,1,False,False,F1255,Low,Moderate,Weekly,False,True,No change,True,2,,SUP12,5,Average,High,Appropriate,
SN0143-31319,N0143,2025-11-09,Surgery,Evening,8,6,2,0,0,False,False,F124,High,Moderate,Never,False,False,More,False,1,,SUP12,2,Good,Moderate,Outstanding,
SN0093-36407,N0093,2025-12-30,ED,Day,12,7,4,1,0,False,False,F4787,Medium,Moderate,Every day,False,False,Less,False,5,,SUP12,3,Average,Moderate,Needs improvement,
SN0135-34107,N0135,2025-12-07,Medical,Night,12,6,5,1,0,False,False,F1281,Low,Moderate,Never,False,True,More,False,4,,SUP4,3,Good,High,Appropriate,
SN0087-35607,N0087,2025-12-22,Surgery,Day,10,2,6,1,0,False,False,F5208,Medium,Severe,Every day,False,False,More,False,5,,SUP10,2,Average,Moderate,Appropriate,
SN0099-00307,N0099,2026-01-03,ICU,Night,12,6,5,3,0,False,False,F4349,Low,Moderate,Never,True,False,More,True,1,,SUP9,2,Good,High,Needs improvement,
SN0038-34019,N0038,2025-12-06,Surgery,Night,12,2,4,1,0,False,False,F4478,Low,None,Monthly,False,False,More,True,5,,SUP6,4,Excellent,High,Needs improvement,
SN0122-34219,N0122,2025-12-08,Peds,Night,12,2,6,1,0,False,False,F4422,High,Moderate,Every day,True,False,More,False,4,,SUP12,3,Good,High,Outstanding,
SN0136-28519,N0136,2025-10-12,Surgery,Day,8,3,6,0,2,False,False,F3664,High,Severe,Monthly,False,False,Less,True,3,,SUP3,2,Excellent,Low,Appropriate,
SN0075-30019,N0075,2025-10-27,Peds,Night,12,7,6,1,3,False,False,F2803,Medium,Moderate,Weekly,False,False,More,False,2,,SUP4,5,Excellent,High,Appropriate,
SN0094-28619,N0094,2025-10-13,ED,Day,12,3,2,1,1,True,False,F3322,Medium,Moderate,Never,False,False,Less,False,1,,SUP9,2,Excellent,High,Appropriate,
SN0105-30307,N0105,2025-10-30,ED,Night,10,7,3,2,3,False,False,F3734,High,Moderate,Never,False,False,More,False,3,,SUP11,3,Excellent,High,Appropriate,
SN0090-30307,N0090,2025-10-30,ICU,Night,12,6,6,1,2,False,False,F3718,Medium,None,Monthly,False,True,No change,False,2,,SUP2,2,Average,Moderate,Needs improvement,
SN0091-29419,N0091,2025-10-21,ICU,Night,12,7,10,0,1,False,False,F1847,Low,None,Every day,True,True,No change,False,1,,SUP9,4,Good,Moderate,Appropriate,
SN0010-35207,N0010,2025-12-18,ED,Night,12,7,8,1,0,False,False,F1975,Medium,Moderate,Never,True,False,No change,False,2,,SUP3,2,Good,High,Appropriate,
SN0054-30107,N0054,2025-10-28,ICU,Evening,8,3,8,0,0,False,False,F2279,Medium,None,Never,False,False,No change,True,4,,SUP9,3,Good,Moderate,Needs improvement,
SN0033-34219,N0033,2025-12-08,ICU,Day,12,8,10,0,1,False,False,F1474,Medium,Moderate,Every day,False,False,Less,False,5,,SUP10,2,Good,High,Appropriate,
SN0136-28907,N0136,2025-10-16,Surgery,Day,12,7,9,2,2,False,False,F1623,Low,Moderate,Every day,True,False,More,True,1,,SUP4,5,Average,High,Needs improvement,
SN0056-34119,N0056,2025-12-07,ED,Night,12,3,5,1,0,False,False,F2971,Low,Severe,Every day,True,False,More,True,1,,SUP7,4,Excellent,High,Appropriate,
SN0017-36019,N0017,2025-12-26,ICU,Night,8,4,10,1,0,False,False,F3408,Medium,Moderate,Every day,False,False,More,False,2,,SUP11,3,Below avg,High,Needs improvement,
SN0038-33207,N0038,2025-11-28,Peds,Day,8,3,4,0,0,False,False,F4753,Low,Moderate,Monthly,True,False,No change,True,3,,SUP4,2,Excellent,Low,Appropriate,
SN0003-34607,N0003,2025-12-12,Surgery,Night,8,8,7,3,0,False,False,F1221,Medium,Moderate,Weekly,True,True,More,False,2,,SUP11,5,Average,High,Needs improvement,
SN0146-34319,N0146,2025-12-09,Medical,Evening,10,3,7,4,1,False,False,F3735,Medium,Severe,Monthly,False,True,No change,False,5,,SUP11,3,Good,Moderate,Needs improvement,
SN0099-33107,N0099,2025-11-27,ICU,Day,12,7,8,1,0,False,False,F483,High,None,Weekly,False,True,More,True,2,,SUP3,2,Good,Moderate,Appropriate,
SN0053-34519,N0053,2025-12-11,Surgery,Night,12,2,5,2,0,False,False,F1855,High,None,Weekly,False,False,More,True,3,,SUP8,5,Below avg,High,Appropriate,
SN0118-36107,N0118,2025-12-27,Peds,Night,12,2,5,0,0,False,False,F2266,Medium,Moderate,Every day,True,False,Less,False,5,,SUP9,5,Excellent,Moderate,Appropriate,
SN0114-36107,N0114,2025-12-27,Medical,Night,8,7,7,0,0,False,False,F3039,Medium,Moderate,Weekly,False,False,No change,False,5,,SUP11,4,Average,High,Outstanding,
SN0064-00607,N0064,2026-01-06,Surgery,Day,10,5,8,2,3,True,False,F1098,Medium,Moderate,Every day,False,False,No change,False,1,,SUP7,4,Average,Moderate,Appropriate,
SN0025-00207,N0025,2026-01-02,ED,Night,12,2,10,1,1,False,False,F1680,Low,Severe,Monthly,False,False,No change,True,3,,SUP9,3,Average,High,Appropriate,
SN0102-32419,N0102,2025-11-20,ICU,Night,12,4,5,2,1,False,False,F4863,Medium,Moderate,Every day,True,False,More,True,5,,SUP1,5,Good,Moderate,Appropriate,
SN0132-31707,N0132,2025-11-13,ICU,Day,12,4,2,0,1,False,False,F2585,Low,None,Weekly,False,True,No change,True,2,,SUP8,5,Good,High,Appropriate,
SN0095-30107,N0095,2025-10-28,ED,Night,12,7,7,1,0,False,False,F231,High,None,Every day,False,False,Less,False,4,,SUP12,3,Excellent,High,Appropriate,
SN0075-29107,N0075,2025-10-18,ICU,Night,12,5,2,0,1,False,False,F2205,Medium,None,Monthly,False,False,More,True,1,,SUP1,2,Good,High,Appropriate,
SN0036-28507,N0036,2025-10-12,Medical,Evening,12,5,2,0,1,False,False,F4067,Low,Moderate,Monthly,False,False,More,False,4,,SUP5,3,Good,High,Appropriate,
SN0126-32707,N0126,2025-11-23,ED,Day,12,6,2,4,3,False,False,F1839,Low,Moderate,Weekly,False,False,More,False,5,,SUP3,5,Average,High,Outstanding,
SN0028-35607,N0028,2025-12-22,ICU,Night,12,2,8,2,1,True,False,F4511,Low,Severe,Weekly,False,False,Less,False,5,,SUP11,2,Average,High,Appropriate,
SN0053-30207,N0053,2025-10-29,Peds,Day,12,2,4,1,2,False,False,F874,Low,None,Monthly,False,False,No change,False,4,,SUP4,5,Good,Low,Appropriate,
SN0051-29219,N0051,2025-10-19,Medical,Day,12,4,9,3,2,False,True,F2651,Medium,Moderate,Weekly,False,False,No change,True,3,,SUP6,4,Excellent,High,Appropriate,
SN0062-29119,N0062,2025-10-18,Medical,Night,12,8,10,3,1,False,False,F5131,Medium,Severe,Weekly,False,True,More,True,4,,SUP8,3,Good,Moderate,Appropriate,
SN0135-28619,N0135,2025-10-13,ED,Night,12,5,9,0,0,False,False,F1363,Medium,Severe,Every day,True,False,Less,False,3,,SUP11,3,Good,High,Appropriate,
SN0129-29207,N0129,2025-10-19,Medical,Night,8,4,7,2,1,False,False,F3883,High,Moderate,Every day,True,False,No change,False,4,,SUP4,4,Excellent,High,Appropriate,
SN0013-33207,N0013,2025-11-28,ED,Night,8,6,6,2,0,False,False,F2135,Medium,None,Weekly,False,False,More,True,3,,SUP2,3,Excellent,High,Appropriate,
SN0033-00107,N0033,2026-01-01,Medical,Evening,12,6,4,0,0,False,False,F2425,Low,Moderate,Never,False,False,No change,True,5,,SUP9,4,Excellent,High,Needs improvement,
SN0147-33619,N0147,2025-12-02,ICU,Day,12,4,10,3,0,False,False,F1110,Low,None,Weekly,True,False,More,False,2,,SUP10,2,Excellent,Moderate,Appropriate,
SN0037-30007,N0037,2025-10-27,Surgery,Night,12,4,8,1,0,False,False,F1165,Medium,Severe,Monthly,False,False,More,False,3,,SUP10,5,Good,Moderate,Appropriate,
SN0089-31019,N0089,2025-11-06,Peds,Day,12,5,7,0,0,False,False,F462,Low,None,Never,False,False,No change,False,1,,SUP6,4,Average,Moderate,Outstanding,
SN0127-35607,N0127,2025-12-22,ICU,Night,12,4,10,0,0,False,False,F4575,Medium,Moderate,Never,True,False,More,False,4,,SUP10,5,Excellent,High,Needs improvement,
SN0037-31707,N0037,2025-11-13,Medical,Day,12,3,5,2,0,False,False,F3248,Low,None,Every day,False,False,More,False,2,,SUP4,4,Good,High,Outstanding,
SN0008-28307,N0008,2025-10-10,ED,Evening,12,3,1,3,0,False,False,F4837,Medium,Severe,Weekly,False,True,More,True,4,,SUP2,2,Below avg,High,Appropriate,
SN0136-36007,N0136,2025-12-26,ED,Night,12,6,6,1,4,False,False,F893,Low,Moderate,Weekly,False,False,No change,True,5,,SUP2,4,Good,Moderate,Needs improvement,
SN0004-32119,N0004,2025-11-17,Peds,Day,8,3,5,2,0,False,False,F461,Medium,Severe,Never,False,True,More,True,4,,SUP12,4,Good,High,Appropriate,
SN0129-31507,N0129,2025-11-11,Peds,Night,10,3,5,1,1,False,False,F4192,High,Severe,Monthly,False,False,More,False,1,,SUP7,4,Excellent,High,Outstanding,
SN0064-30607,N0064,2025-11-02,Surgery,Day,8,3,5,2,1,False,False,F3365,Low,Moderate,Monthly,False,False,Less,True,3,,SUP11,4,Average,High,Appropriate,
SN0024-00207,N0024,2026-01-02,Peds,Day,12,7,5,3,2,False,False,F2059,High,Severe,Monthly,False,False,No change,False,1,,SUP10,4,Average,High,Appropriate,
SN0144-32519,N0144,2025-11-21,Peds,Night,8,4,9,2,0,False,False,F3437,Medium,None,Every day,False,False,No change,False,4,,SUP10,4,Good,Moderate,Appropriate,
SN0057-34107,N0057,2025-12-07,Peds,Night,10,4,7,1,1,True,False,F4258,Low,Moderate,Monthly,False,False,More,False,2,,SUP3,3,Good,High,Appropriate,
SN0060-31807,N0060,2025-11-14,ICU,Day,10,4,2,2,0,False,False,F688,Low,Moderate,Weekly,True,False,More,False,2,,SUP11,4,Good,Moderate,Outstanding,
SN0089-28807,N0089,2025-10-15,ICU,Day,12,8,3,1,1,False,False,F4157,Medium,None,Weekly,False,True,More,False,2,,SUP2,3,Good,Moderate,Appropriate,
SN0082-33907,N0082,2025-12-05,Peds,Day,10,8,8,2,1,True,False,F1506,Medium,Moderate,Never,True,True,No change,True,2,,SUP11,2,Excellent,High,Appropriate,
SN0015-35619,N0015,2025-12-22,Peds,Day,12,7,3,2,1,False,True,F1543,Low,None,Every day,True,False,Less,False,1,,SUP4,2,Good,High,Appropriate,
SN0065-35619,N0065,2025-12-22,Surgery,Day,10,6,4,0,1,False,False,F2777,Medium,Moderate,Weekly,False,False,Less,True,3,,SUP6,2,Good,High,Appropriate,
SN0109-31019,N0109,2025-11-06,Surgery,Evening,8,6,7,1,1,False,True,F34,High,Moderate,Every day,True,False,More,True,5,,SUP4,4,Below avg,Moderate,Appropriate,
SN0043-31207,N0043,2025-11-08,Surgery,Day,12,4,8,0,0,False,False,F961,Low,Moderate,Monthly,False,False,More,False,5,,SUP5,5,Average,Moderate,Needs improvement,
SN0120-35919,N0120,2025-12-25,Medical,Day,12,6,10,0,1,False,False,F1697,High,Moderate,Every day,False,False,No change,False,5,,SUP12,4,Excellent,High,Outstanding,
SN0110-32707,N0110,2025-11-23,Peds,Night,12,3,10,2,0,False,False,F3132,High,None,Weekly,True,False,More,False,1,,SUP8,2,Average,Moderate,Appropriate,
SN0021-28819,N0021,2025-10-15,Peds,Night,12,5,6,1,0,False,False,F1199,Medium,None,Monthly,False,False,More,False,1,,SUP12,5,Good,Moderate,Appropriate,
SN0034-29207,N0034,2025-10-19,Surgery,Night,12,2,7,2,0,False,False,F4107,High,Severe,Weekly,True,False,No change,False,3,,SUP1,3,Below avg,Moderate,Appropriate,
SN0135-33019,N0135,2025-11-26,Surgery,Night,12,5,6,0,0,False,False,F5178,High,Moderate,Every day,False,False,No change,False,1,,SUP6,2,Excellent,Moderate,Appropriate,
SN0046-33419,N0046,2025-11-30,Peds,Day,12,2,3,2,3,False,False,F3637,High,Moderate,Every day,True,False,More,False,1,,SUP1,4,Good,Moderate,Appropriate,
SN0058-30707,N0058,2025-11-03,ED,Day,12,2,8,2,1,False,False,F3092,Medium,None,Monthly,False,False,More,False,1,,SUP8,5,Excellent,High,Outstanding,
SN0071-28707,N0071,2025-10-14,Peds,Evening,8,4,1,1,0,False,True,F2743,Low,Severe,Never,True,True,No change,False,4,,SUP11,3,Average,Low,Outstanding,
SN0042-28619,N0042,2025-10-13,Surgery,Night,12,2,9,0,0,False,False,F5209,High,Moderate,Weekly,False,False,More,False,5,,SUP1,3,Excellent,Low,Appropriate,
SN0015-30919,N0015,2025-11-05,ED,Day,12,5,10,0,1,False,False,F630,Medium,None,Every day,True,True,No change,False,5,,SUP8,3,Good,High,Appropriate,
SN0012-29307,N0012,2025-10-20,Surgery,Night,8,2,4,2,2,False,False,F1629,High,Moderate,Monthly,False,False,Less,False,5,,SUP8,5,Excellent,Moderate,Appropriate,
SN0138-30907,N0138,2025-11-05,ICU,Day,12,5,10,2,1,False,False,F2430,Low,Severe,Weekly,False,False,More,False,4,,SUP6,3,Average,High,Appropriate,
SN0035-30307,N0035,2025-10-30,Peds,Day,12,6,8,1,0,False,False,F3116,Medium,Moderate,Never,False,True,No change,True,2,,SUP1,4,Good,Low,Appropriate,
SN0025-31907,N0025,2025-11-15,Surgery,Day,10,2,6,0,3,False,False,F3599,Medium,Moderate,Never,False,False,More,False,3,,SUP12,2,Average,Moderate,Appropriate,
SN0048-00419,N0048,2026-01-04,Surgery,Night,12,8,6,1,1,False,False,F2131,Low,Moderate,Every day,False,False,No change,False,4,,SUP9,2,Average,High,Appropriate,
SN0100-33707,N0100,2025-12-03,Medical,Night,12,7,7,1,2,False,False,F395,Medium,None,Weekly,False,False,No change,True,4,,SUP9,2,Average,Moderate,Needs improvement,
SN0129-36107,N0129,2025-12-27,Medical,Evening,12,3,1,0,0,False,False,F3830,Low,Moderate,Weekly,False,True,More,False,4,,SUP5,5,Average,High,Outstanding,
SN0097-28519,N0097,2025-10-12,Medical,Day,8,2,8,2,0,False,False,F4045,High,Moderate,Weekly,False,False,Less,True,2,,SUP10,2,Good,High,Appropriate,
SN0084-30507,N0084,2025-11-01,Surgery,Night,8,5,6,0,0,False,False,F5143,Medium,Moderate,Never,False,False,No change,False,5,,SUP5,2,Good,High,Outstanding,
SN0058-00407,N0058,2026-01-04,Surgery,Night,12,4,6,0,1,False,False,F865,High,None,Weekly,False,False,No change,False,4,,SUP11,2,Below avg,Moderate,Appropriate,
SN0077-36407,N0077,2025-12-30,Surgery,Night,12,3,8,2,0,False,False,F1166,Medium,None,Never,False,False,No change,False,2,,SUP10,2,Excellent,Moderate,Appropriate,
SN0118-32719,N0118,2025-11-23,Peds,Night,12,2,7,1,2,False,False,F2860,Low,Moderate,Every day,True,True,No change,False,3,,SUP10,2,Good,High,Appropriate,
SN0146-31219,N0146,2025-11-08,Peds,Night,10,6,9,5,0,False,False,F2830,Low,Moderate,Weekly,False,False,More,False,4,,SUP10,2,Excellent,Moderate,Appropriate,
SN0058-34019,N0058,2025-12-06,ED,Night,12,6,9,1,1,False,False,F2325,Medium,Severe,Every day,False,False,More,False,2,,SUP7,5,Excellent,High,Outstanding,
SN0044-28907,N0044,2025-10-16,Peds,Night,10,6,5,1,0,False,False,F4351,Low,None,Monthly,False,False,No change,True,1,,SUP4,3,Good,Moderate,Appropriate,
SN0003-33219,N0003,2025-11-28,Surgery,Night,8,7,2,1,4,False,False,F4029,Medium,None,Every day,False,False,No change,True,3,,SUP6,2,Below avg,Moderate,Appropriate,
SN0002-30819,N0002,2025-11-04,Medical,Day,8,7,10,1,3,False,False,F881,Low,Moderate,Weekly,True,True,No change,True,4,,SUP8,4,Excellent,High,Appropriate,
SN0097-29207,N0097,2025-10-19,Surgery,Night,12,2,5,0,0,False,False,F2548,High,Moderate,Weekly,False,False,More,False,4,,SUP7,4,Excellent,High,Outstanding,
SN0142-29219,N0142,2025-10-19,ED,Night,12,2,4,1,3,False,False,F344,Low,None,Monthly,False,False,No change,False,3,,SUP9,5,Excellent,Moderate,Needs improvement,
SN0119-33119,N0119,2025-11-27,ED,Night,12,3,6,1,3,False,False,F4338,Low,Moderate,Never,False,False,More,False,1,,SUP7,2,Good,High,Appropriate,
SN0021-28907,N0021,2025-10-16,ED,Night,12,7,5,1,0,False,False,F5260,Medium,Severe,Every day,False,False,More,True,3,,SUP12,5,Below avg,High,Appropriate,
SN0076-00419,N0076,2026-01-04,Peds,Day,12,2,6,1,0,False,False,F1624,Medium,None,Weekly,False,True,Less,False,1,,SUP7,2,Average,Moderate,Needs improvement,
SN0067-30407,N0067,2025-10-31,ED,Night,12,8,9,1,2,True,False,F1057,Low,Moderate,Weekly,False,False,No change,True,3,,SUP3,2,Good,High,Appropriate,
SN0031-30119,N0031,2025-10-28,Peds,Night,12,6,2,1,1,False,False,F161,Low,Moderate,Every day,False,False,No change,False,2,,SUP2,2,Excellent,High,Appropriate,
SN0061-34619,N0061,2025-12-12,ED,Night,12,5,10,0,0,False,False,F5038,Medium,Moderate,Weekly,False,False,More,False,3,,SUP4,4,Good,Moderate,Needs improvement,
SN0011-29319,N0011,2025-10-20,ED,Day,8,3,9,2,0,False,False,F1701,High,Moderate,Weekly,False,False,More,True,2,,SUP9,5,Excellent,High,Outstanding,
SN0103-29207,N0103,2025-10-19,Medical,Night,12,4,5,0,1,False,False,F3449,Low,Moderate,Weekly,False,False,More,False,5,,SUP1,4,Good,High,Appropriate,
