shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments
SN0028-30207,N0028,2025-10-29,ED,Night,12,8,6,0,0,False,False,F705,Low,None,Weekly,False,True,No change,True,1,
SN0009-34819,N0009,2025-12-14,ICU,Day,12,3,3,2,0,False,False,F706,Low,None,Never,True,True,More,False,1,
SN0018-33919,N0018,2025-12-05,Surgery,Night,12,7,8,1,3,False,False,F707,High,None,Monthly,False,False,More,True,4,
SN0072-31707,N0072,2025-11-13,Medical,Day,12,8,6,1,0,False,False,F708,Low,None,Weekly,False,False,More,True,2,
SN0043-30107,N0043,2025-10-28,ED,Evening,12,6,4,1,1,False,False,F709,Low,Moderate,Every day,False,True,Less,False,2,
SN0080-35519,N0080,2025-12-21,Surgery,Evening,8,3,3,3,0,True,False,F710,Medium,Severe,Every day,True,False,Less,True,1,
SN0093-34019,N0093,2025-12-06,Peds,Night,12,2,1,0,1,False,False,F711,High,Moderate,Monthly,False,False,More,False,2,
SN0076-00407,N0076,2026-01-04,Medical,Night,8,3,10,1,0,False,False,F712,Low,Moderate,Every day,False,True,More,False,4,
SN0043-35107,N0043,2025-12-17,Peds,Day,10,3,5,2,1,False,False,F713,Medium,Moderate,Weekly,False,True,More,True,1,
SN0134-35807,N0134,2025-12-24,Peds,Day,12,4,8,2,0,True,False,F714,Low,Severe,Weekly,False,False,More,False,4,
SN0073-32807,N0073,2025-11-24,ED,Night,12,3,6,0,2,False,False,F715,Low,None,Never,False,False,More,False,4,
SN0101-31007,N0101,2025-11-06,Medical,Day,10,2,2,0,1,False,False,F716,High,None,Weekly,False,False,More,False,4,
SN0016-00419,N0016,2026-01-04,ED,Day,12,6,2,3,1,False,False,F717,High,Moderate,Never,True,False,More,False,3,
SN0062-31519,N0062,2025-11-11,ED,Night,12,5,9,0,1,False,False,F718,Low,Moderate,Weekly,False,False,More,True,3,
SN0121-31519,N0121,2025-11-11,Peds,Night,12,2,4,1,0,False,False,F719,High,Severe,Never,False,False,More,False,4,
SN0001-33419,N0001,2025-11-30,Surgery,Night,12,6,7,2,1,False,False,F720,Medium,Severe,Never,False,True,More,False,5,
SN0011-35107,N0011,2025-12-17,ICU,Day,10,3,10,0,0,False,False,F721,Low,Severe,Monthly,False,False,More,False,2,
SN0030-29107,N0030,2025-10-18,ICU,Night,12,6,2,2,0,False,False,F722,Medium,Moderate,Weekly,False,False,More,False,5,
SN0059-35119,N0059,2025-12-17,Medical,Day,12,8,10,1,1,True,False,F723,High,Moderate,Never,False,False,More,True,1,
SN0123-31807,N0123,2025-11-14,ICU,Night,8,4,1,3,0,False,False,F724,Medium,Moderate,Every day,False,False,Less,True,2,
SN0010-28719,N0010,2025-10-14,ED,Day,12,6,5,2,0,False,False,F725,High,None,Monthly,False,False,More,True,5,
SN0005-35007,N0005,2025-12-16,Peds,Day,12,7,9,0,1,False,False,F726,Medium,None,Weekly,True,False,No change,True,5,
SN0004-00419,N0004,2026-01-04,ICU,Night,8,5,2,2,3,False,False,F727,Low,Moderate,Never,False,False,More,True,1,
SN0107-35119,N0107,2025-12-17,Surgery,Night,8,7,2,0,0,True,False,F728,Medium,Moderate,Every day,False,False,More,False,4,
SN0103-00407,N0103,2026-01-04,Peds,Day,12,6,3,1,0,False,False,F729,Medium,Moderate,Weekly,True,False,Less,False,1,
SN0046-34507,N0046,2025-12-11,ICU,Night,12,7,2,1,0,False,False,F730,Medium,None,Every day,False,True,More,False,4,
SN0005-33019,N0005,2025-11-26,Peds,Day,12,2,3,0,1,False,False,F731,High,None,Every day,False,False,No change,False,2,
SN0130-35019,N0130,2025-12-16,Medical,Day,12,6,5,2,1,False,False,F732,Medium,Severe,Every day,False,False,More,False,1,
SN0110-35307,N0110,2025-12-19,Peds,Day,12,2,1,0,0,False,False,F733,Medium,None,Every day,False,False,Less,True,2,
SN0037-31419,N0037,2025-11-10,Peds,Night,12,3,4,2,0,False,False,F734,High,Moderate,Weekly,False,False,More,True,3,
SN0081-28407,N0081,2025-10-11,ED,Evening,12,7,4,0,0,False,False,F735,Low,None,Monthly,False,False,More,False,3,
SN0017-29219,N0017,2025-10-19,Medical,Night,8,5,1,2,1,False,False,F736,Medium,Severe,Monthly,False,False,More,False,5,
SN0011-00219,N0011,2026-01-02,Surgery,Night,12,3,10,0,1,False,False,F737,Low,Moderate,Monthly,False,True,No change,True,3,
SN0103-30019,N0103,2025-10-27,Surgery,Day,12,6,4,1,0,False,False,F738,Low,None,Every day,False,True,No change,True,3,
SN0137-28219,N0137,2025-10-09,ICU,Night,8,8,1,1,1,False,False,F739,Medium,None,Monthly,False,True,No change,True,1,
SN0146-32519,N0146,2025-11-21,Surgery,Night,10,3,6,1,0,False,False,F740,High,Severe,Every day,False,False,No change,True,5,
SN0025-35907,N0025,2025-12-25,Surgery,Night,12,4,2,0,1,False,False,F741,Medium,Moderate,Weekly,True,False,Less,True,1,
SN0141-29119,N0141,2025-10-18,Peds,Night,8,2,9,2,0,False,False,F742,Medium,None,Never,False,False,More,False,1,
SN0014-32119,N0014,2025-11-17,ICU,Day,12,6,6,1,1,False,False,F743,High,None,Monthly,False,False,More,True,1,
SN0021-31507,N0021,2025-11-11,Medical,Night,8,8,7,3,1,False,False,F744,High,None,Monthly,False,False,More,False,3,
SN0033-00119,N0033,2026-01-01,ED,Evening,12,6,7,0,1,False,False,F745,Low,Moderate,Never,True,False,More,True,5,
SN0117-33707,N0117,2025-12-03,Medical,Night,8,5,6,1,1,False,False,F746,Low,None,Every day,False,True,Less,False,4,
SN0143-30019,N0143,2025-10-27,ED,Night,12,5,6,1,0,False,False,F747,Medium,Moderate,Monthly,True,False,More,False,1,
SN0086-35107,N0086,2025-12-17,Peds,Day,10,4,4,4,0,False,False,F748,High,Moderate,Weekly,True,False,No change,False,5,
SN0003-31219,N0003,2025-11-08,Surgery,Night,12,3,9,0,0,False,False,F749,Low,None,Every day,False,False,No change,False,5,
SN0049-35919,N0049,2025-12-25,Surgery,Night,12,4,4,1,1,False,False,F750,Medium,Moderate,Every day,True,False,More,False,3,
SN0048-00607,N0048,2026-01-06,Surgery,Night,12,2,6,1,2,False,False,F751,Medium,Moderate,Every day,True,False,No change,False,3,
SN0131-36507,N0131,2025-12-31,Surgery,Night,8,5,9,1,1,False,False,F752,High,Moderate,Monthly,False,False,More,False,4,
SN0096-31507,N0096,2025-11-11,Surgery,Day,12,4,7,2,0,False,False,F753,Medium,None,Every day,False,False,More,False,2,
SN0096-32707,N0096,2025-11-23,Peds,Night,8,6,3,4,1,False,False,F754,Medium,Moderate,Every day,True,False,No change,False,5,
SN0043-34619,N0043,2025-12-12,Peds,Day,12,4,7,0,2,False,False,F755,Low,Moderate,Never,True,False,More,False,4,
SN0079-33507,N0079,2025-12-01,ED,Day,8,5,10,0,2,False,False,F756,Medium,None,Every day,False,False,More,True,4,
SN0008-35007,N0008,2025-12-16,Peds,Night,12,3,4,0,1,False,False,F757,Low,None,Weekly,True,False,More,False,1,
SN0008-30019,N0008,2025-10-27,Peds,Night,12,8,9,1,0,False,False,F758,Low,Severe,Monthly,False,False,No change,False,2,
SN0114-33907,N0114,2025-12-05,Surgery,Day,12,3,8,1,0,False,False,F759,Medium,Moderate,Every day,False,False,More,True,2,
SN0074-30607,N0074,2025-11-02,Medical,Night,8,6,8,1,0,False,False,F760,Medium,Moderate,Monthly,False,False,More,False,5,
SN0111-30019,N0111,2025-10-27,Medical,Night,12,8,1,0,0,False,False,F761,Low,None,Never,False,False,No change,False,2,
SN0060-31919,N0060,2025-11-15,Peds,Night,10,7,6,0,0,False,False,F762,Low,Severe,Never,False,False,Less,False,1,
SN0067-31619,N0067,2025-11-12,Medical,Night,8,2,2,4,1,False,False,F763,Low,Severe,Weekly,False,False,More,False,4,
SN0014-33419,N0014,2025-11-30,ED,Day,12,3,2,1,2,False,False,F764,Medium,Moderate,Never,False,True,More,True,5,
SN0144-00319,N0144,2026-01-03,ICU,Day,12,3,5,0,0,False,False,F765,Medium,Moderate,Weekly,False,False,More,False,4,
SN0063-31807,N0063,2025-11-14,ICU,Evening,12,6,4,0,0,False,False,F766,High,Moderate,Every day,True,True,No change,True,4,
SN0138-33919,N0138,2025-12-05,ED,Day,12,8,3,0,1,False,False,F767,High,Severe,Every day,True,False,More,False,5,
SN0029-29507,N0029,2025-10-22,ED,Night,8,7,3,2,1,False,False,F768,Low,Severe,Monthly,False,True,More,False,1,
SN0037-36519,N0037,2025-12-31,Medical,Evening,10,3,5,2,0,False,False,F769,Low,Severe,Every day,False,True,More,False,1,
SN0070-30407,N0070,2025-10-31,ICU,Night,12,3,5,0,0,False,False,F770,High,None,Every day,True,False,No change,False,2,
SN0068-34907,N0068,2025-12-15,Surgery,Evening,8,3,7,3,0,False,False,F771,Low,Moderate,Weekly,True,True,No change,False,5,
SN0065-30119,N0065,2025-10-28,Surgery,Evening,12,7,9,1,1,False,False,F772,Low,Moderate,Monthly,False,False,No change,False,5,
SN0025-31007,N0025,2025-11-06,Surgery,Evening,8,8,10,0,2,True,False,F773,Medium,Moderate,Every day,True,True,More,True,4,
SN0057-32619,N0057,2025-11-22,Surgery,Night,12,6,9,1,0,False,False,F774,Low,None,Never,False,False,More,False,4,
SN0022-31319,N0022,2025-11-09,Surgery,Night,12,3,10,1,1,False,False,F775,Medium,None,Weekly,False,True,More,True,2,
SN0099-33907,N0099,2025-12-05,ED,Evening,8,2,7,1,1,False,False,F776,Medium,Moderate,Weekly,False,False,More,True,2,
SN0014-34119,N0014,2025-12-07,Medical,Night,8,3,7,1,1,False,False,F777,Medium,Moderate,Every day,False,False,No change,False,4,
SN0033-28219,N0033,2025-10-09,ED,Night,12,3,7,1,1,False,False,F778,Medium,Severe,Every day,False,False,More,True,1,
SN0112-33519,N0112,2025-12-01,ED,Night,12,7,1,0,0,False,False,F779,Medium,None,Monthly,True,True,No change,True,1,
SN0017-34207,N0017,2025-12-08,Surgery,Night,8,2,3,1,1,False,False,F780,Medium,None,Every day,False,True,Less,True,5,
SN0001-35607,N0001,2025-12-22,Surgery,Night,10,2,4,0,0,False,False,F781,Low,Moderate,Every day,False,True,More,True,1,
SN0020-34619,N0020,2025-12-12,Surgery,Night,12,6,2,0,1,False,False,F782,Medium,Moderate,Every day,False,True,More,True,5,
SN0122-34907,N0122,2025-12-15,Surgery,Day,12,7,1,0,1,False,False,F783,Medium,Moderate,Every day,False,True,No change,True,3,
SN0072-32519,N0072,2025-11-21,Peds,Night,8,4,1,2,0,False,False,F784,Low,None,Monthly,False,False,No change,False,4,
SN0048-35719,N0048,2025-12-23,ED,Night,12,5,8,3,0,False,False,F785,Medium,Severe,Never,False,False,More,True,2,
SN0046-28307,N0046,2025-10-10,Medical,Evening,8,7,10,1,1,False,False,F786,High,Severe,Every day,False,True,No change,False,3,
SN0119-31819,N0119,2025-11-14,ICU,Day,8,3,9,1,0,False,False,F787,Low,None,Monthly,False,True,No change,True,4,
SN0095-31319,N0095,2025-11-09,Peds,Day,10,4,10,2,0,False,False,F788,Medium,Moderate,Never,False,False,Less,True,2,
SN0029-34607,N0029,2025-12-12,ED,Night,8,2,2,1,2,False,False,F789,Medium,None,Monthly,False,True,No change,False,3,
SN0111-00507,N0111,2026-01-05,Surgery,Night,12,7,6,0,2,False,False,F790,Medium,Severe,Monthly,False,True,More,True,5,
SN0021-36107,N0021,2025-12-27,Peds,Evening,10,2,4,1,0,False,False,F791,Low,Moderate,Every day,False,False,More,True,2,
SN0065-36407,N0065,2025-12-30,ICU,Day,10,7,4,1,1,False,False,F792,Medium,Severe,Weekly,False,False,More,False,5,
SN0058-31119,N0058,2025-11-07,Surgery,Day,12,7,9,1,0,False,False,F793,High,Moderate,Every day,False,False,No change,True,1,
SN0127-30707,N0127,2025-11-03,ED,Day,10,8,1,0,2,False,False,F794,Low,Moderate,Every day,True,False,More,False,5,
SN0054-32619,N0054,2025-11-22,Peds,Evening,12,6,8,2,5,True,False,F795,Medium,Severe,Weekly,False,False,More,False,4,
SN0006-35607,N0006,2025-12-22,Peds,Night,12,3,7,1,0,False,False,F796,Medium,Moderate,Monthly,False,True,More,False,4,
SN0137-35907,N0137,2025-12-25,Medical,Night,12,6,8,1,1,False,False,F797,High,None,Monthly,True,False,No change,True,4,
SN0040-35119,N0040,2025-12-17,ED,Day,10,7,6,4,1,False,False,F798,Low,Moderate,Monthly,False,True,More,False,2,
SN0108-29919,N0108,2025-10-26,Peds,Evening,12,3,4,0,2,False,False,F799,High,Severe,Every day,False,False,More,False,4,
SN0125-00619,N0125,2026-01-06,Medical,Night,8,3,7,2,0,False,False,F800,Medium,None,Weekly,False,False,Less,False,4,
SN0037-36419,N0037,2025-12-30,Peds,Day,8,6,1,1,3,False,False,F801,Medium,Moderate,Weekly,False,False,More,False,2,
SN0069-33519,N0069,2025-12-01,ED,Day,12,7,2,1,1,False,False,F802,Low,Severe,Weekly,False,False,More,True,4,
SN0108-28407,N0108,2025-10-11,Medical,Night,8,5,10,1,0,False,False,F803,Low,Moderate,Never,False,False,More,False,3,
SN0053-31107,N0053,2025-11-07,Medical,Night,8,2,6,1,1,False,False,F804,Low,None,Weekly,False,False,No change,False,4,
SN0104-35507,N0104,2025-12-21,Peds,Night,12,2,3,1,1,False,False,F805,Medium,Moderate,Never,False,False,No change,True,3,
SN0101-35807,N0101,2025-12-24,Surgery,Night,12,7,5,2,2,False,False,F806,High,Moderate,Every day,True,False,More,False,4,
SN0142-29007,N0142,2025-10-17,Surgery,Day,8,2,5,1,0,False,False,F807,Medium,Severe,Never,True,False,More,True,1,
SN0086-30307,N0086,2025-10-30,Peds,Evening,12,3,1,1,0,False,False,F808,Low,Moderate,Every day,False,False,No change,False,3,
SN0030-31919,N0030,2025-11-15,Medical,Evening,8,2,5,2,0,False,False,F809,Low,Moderate,Monthly,False,False,More,False,2,
SN0079-31919,N0079,2025-11-15,Medical,Night,12,2,1,1,0,False,False,F810,Medium,None,Every day,False,True,No change,False,5,
SN0073-28707,N0073,2025-10-14,ICU,Evening,12,5,7,0,0,False,False,F811,Medium,Moderate,Monthly,False,False,More,False,1,
SN0011-35907,N0011,2025-12-25,Peds,Evening,8,4,10,0,2,False,False,F812,Medium,Moderate,Every day,False,False,More,False,2,
SN0096-34507,N0096,2025-12-11,Surgery,Evening,12,2,5,1,0,False,False,F813,High,Moderate,Every day,True,False,More,True,1,
SN0136-29219,N0136,2025-10-19,ICU,Night,12,4,4,0,2,False,False,F814,High,None,Monthly,False,False,No change,False,4,
SN0096-00107,N0096,2026-01-01,Peds,Evening,12,5,2,4,0,False,False,F815,Low,Moderate,Every day,False,False,More,False,2,
SN0015-36019,N0015,2025-12-26,Medical,Evening,12,7,7,0,2,False,False,F816,Medium,Moderate,Never,True,False,No change,False,5,
SN0049-28107,N0049,2025-10-08,Medical,Night,12,2,9,2,1,False,False,F817,Medium,Moderate,Weekly,True,True,More,True,1,
SN0120-29219,N0120,2025-10-19,Medical,Night,10,4,9,1,1,False,False,F818,Low,Moderate,Every day,False,False,More,True,5,
SN0067-33307,N0067,2025-11-29,ICU,Night,12,4,6,2,2,False,False,F819,Medium,None,Never,False,True,No change,False,1,
SN0047-33119,N0047,2025-11-27,ICU,Day,10,2,6,1,0,False,False,F820,Medium,Severe,Never,False,True,No change,False,5,
SN0077-33507,N0077,2025-12-01,ED,Day,8,6,1,2,2,False,False,F821,Medium,Moderate,Every day,False,True,More,False,5,
SN0122-33319,N0122,2025-11-29,ED,Night,8,6,3,1,2,False,False,F822,High,Moderate,Monthly,False,True,More,False,2,
SN0019-32819,N0019,2025-11-24,Surgery,Day,8,4,4,2,0,False,False,F823,Medium,Severe,Every day,False,False,No change,False,4,
SN0147-32307,N0147,2025-11-19,ED,Night,10,2,7,3,0,False,False,F824,Low,Moderate,Every day,False,False,More,False,4,
SN0053-31307,N0053,2025-11-09,ICU,Day,12,3,6,2,0,False,False,F825,Medium,None,Never,True,False,No change,False,5,
SN0054-36219,N0054,2025-12-28,Medical,Day,12,2,1,1,2,False,False,F826,Medium,Moderate,Monthly,False,True,More,True,4,
SN0138-28719,N0138,2025-10-14,ED,Night,12,2,4,0,1,False,False,F827,Low,None,Every day,False,False,More,False,3,
SN0056-00319,N0056,2026-01-03,ED,Day,12,4,9,0,1,False,False,F828,Low,Severe,Never,True,False,More,True,3,
SN0105-35419,N0105,2025-12-20,ICU,Night,12,6,7,0,2,False,True,F829,Medium,None,Every day,True,False,No change,False,5,
SN0021-32807,N0021,2025-11-24,ED,Night,12,5,7,0,1,False,False,F830,Low,None,Every day,True,False,No change,False,5,
SN0041-31507,N0041,2025-11-11,ICU,Day,12,8,8,1,1,False,False,F831,High,Moderate,Every day,False,False,No change,False,3,
SN0043-33819,N0043,2025-12-04,Peds,Day,12,2,10,2,0,False,False,F832,Medium,None,Monthly,False,False,Less,False,3,
SN0048-33119,N0048,2025-11-27,Peds,Day,12,7,6,0,0,False,False,F833,Medium,None,Every day,True,False,More,False,3,
SN0026-31107,N0026,2025-11-07,ED,Day,12,4,6,1,1,False,False,F834,High,Moderate,Every day,False,False,More,True,2,
SN0087-30119,N0087,2025-10-28,Medical,Day,12,7,5,2,3,False,False,F835,Low,Severe,Every day,False,False,No change,True,1,
SN0079-00619,N0079,2026-01-06,Medical,Evening,12,6,2,2,1,False,False,F836,Medium,Moderate,Every day,False,False,More,False,2,
SN0092-34119,N0092,2025-12-07,Medical,Day,12,5,6,1,2,False,False,F837,Medium,Moderate,Weekly,False,True,Less,False,3,
SN0061-32607,N0061,2025-11-22,Surgery,Night,12,2,10,1,1,False,True,F838,Medium,None,Every day,False,False,No change,False,1,
SN0136-36019,N0136,2025-12-26,ED,Day,12,2,1,0,1,False,False,F839,Low,Severe,Never,False,False,More,True,4,
SN0041-36519,N0041,2025-12-31,Medical,Day,12,3,5,4,1,False,False,F840,Medium,Moderate,Every day,True,True,No change,False,3,
SN0124-33007,N0124,2025-11-26,Peds,Day,8,4,9,2,0,False,False,F841,High,Moderate,Never,False,False,Less,True,3,
SN0023-00407,N0023,2026-01-04,Medical,Evening,8,4,8,1,3,True,False,F842,Low,Moderate,Every day,False,True,More,False,4,
SN0069-36519,N0069,2025-12-31,Surgery,Day,12,3,2,1,0,False,False,F843,Low,Moderate,Never,False,False,No change,False,1,
SN0130-35407,N0130,2025-12-20,ED,Day,12,4,8,1,0,False,False,F844,Low,None,Never,False,False,More,False,3,
SN0120-34319,N0120,2025-12-09,ED,Night,12,8,9,0,1,False,False,F845,Medium,Moderate,Weekly,False,False,No change,True,1,
SN0104-00107,N0104,2026-01-01,Medical,Night,12,5,2,1,0,False,False,F846,Low,None,Weekly,False,True,More,False,2,
SN0013-00407,N0013,2026-01-04,Peds,Night,8,8,1,2,0,False,False,F847,Low,Moderate,Every day,False,False,More,True,5,
SN0028-31907,N0028,2025-11-15,ICU,Day,12,2,6,1,1,False,False,F848,High,Moderate,Weekly,False,False,More,False,2,
SN0138-34007,N0138,2025-12-06,Peds,Day,12,2,5,1,0,False,False,F849,Medium,Moderate,Never,False,False,More,False,5,
SN0064-35307,N0064,2025-12-19,ICU,Night,12,6,8,2,1,False,False,F850,Low,Moderate,Monthly,False,False,More,True,3,
SN0066-30307,N0066,2025-10-30,ICU,Night,12,6,4,0,1,False,False,F851,Medium,None,Every day,False,True,No change,False,2,
SN0066-31019,N0066,2025-11-06,Peds,Day,8,7,9,1,0,False,False,F852,High,Moderate,Every day,False,True,More,False,2,
SN0063-34207,N0063,2025-12-08,ICU,Evening,12,3,3,0,1,False,False,F853,High,Moderate,Every day,False,False,No change,True,4,
SN0023-28819,N0023,2025-10-15,Medical,Day,12,3,7,3,1,False,False,F854,Medium,Moderate,Every day,False,False,No change,False,5,
SN0070-33819,N0070,2025-12-04,Surgery,Night,8,6,8,0,0,False,False,F855,Low,None,Never,False,True,More,False,5,
SN0086-34707,N0086,2025-12-13,ED,Night,12,5,5,1,1,False,False,F856,Low,None,Every day,False,False,No change,True,3,
SN0082-30007,N0082,2025-10-27,ED,Night,10,2,10,4,0,False,False,F857,Medium,Moderate,Monthly,False,False,No change,False,4,
SN0006-35507,N0006,2025-12-21,Medical,Day,8,8,3,0,0,False,False,F858,Medium,None,Weekly,False,False,Less,False,4,
SN0122-32907,N0122,2025-11-25,ED,Night,12,3,3,1,0,False,False,F859,Medium,Moderate,Every day,False,True,More,False,5,
SN0077-00507,N0077,2026-01-05,Surgery,Night,12,4,10,2,1,True,False,F860,Medium,Moderate,Weekly,False,False,More,False,4,
SN0089-33819,N0089,2025-12-04,ICU,Night,12,4,9,1,0,False,False,F861,Low,Moderate,Monthly,False,False,More,False,1,
SN0076-32007,N0076,2025-11-16,Peds,Night,12,8,2,1,0,False,False,F862,Low,Moderate,Every day,False,True,More,False,3,
SN0076-35907,N0076,2025-12-25,Medical,Day,10,8,3,0,1,False,False,F863,High,Moderate,Every day,False,False,Less,True,2,
SN0007-00319,N0007,2026-01-03,ED,Day,12,5,10,1,1,False,False,F864,High,Severe,Never,True,True,No change,True,5,
SN0058-00407,N0058,2026-01-04,Surgery,Night,12,4,6,0,1,False,False,F865,High,None,Weekly,False,False,No change,False,4,
SN0027-29907,N0027,2025-10-26,ICU,Day,8,7,5,2,2,False,False,F866,Medium,Moderate,Every day,False,True,More,False,4,
SN0018-32719,N0018,2025-11-23,Surgery,Evening,12,8,7,0,1,False,False,F867,High,None,Weekly,False,False,No change,False,4,
SN0047-36307,N0047,2025-12-29,Medical,Night,12,2,9,2,0,True,False,F868,High,None,Weekly,False,False,No change,True,3,
SN0116-34407,N0116,2025-12-10,Medical,Night,12,3,1,2,0,False,False,F869,Medium,None,Weekly,True,False,No change,False,2,
SN0022-34607,N0022,2025-12-12,Surgery,Night,12,7,4,0,0,False,False,F870,Low,Moderate,Weekly,False,True,No change,True,4,
SN0067-33719,N0067,2025-12-03,ED,Day,8,2,5,1,1,True,False,F871,Medium,None,Monthly,False,False,More,False,2,
SN0018-31219,N0018,2025-11-08,Peds,Night,12,2,6,2,0,False,True,F872,Medium,Severe,Monthly,False,False,No change,True,2,
SN0032-29219,N0032,2025-10-19,ICU,Day,8,6,4,1,1,False,False,F873,High,Moderate,Weekly,False,True,No change,False,3,
SN0053-30207,N0053,2025-10-29,Peds,Day,12,2,4,1,2,False,False,F874,Low,None,Monthly,False,False,No change,False,4,
SN0045-33719,N0045,2025-12-03,Medical,Day,8,8,1,0,0,False,True,F875,Low,Moderate,Every day,False,False,More,True,4,
SN0063-32219,N0063,2025-11-18,Surgery,Day,8,6,10,1,0,False,False,F876,Low,None,Never,False,False,More,True,2,
SN0104-29307,N0104,2025-10-20,Medical,Night,10,6,1,2,0,False,False,F877,Low,None,Monthly,True,False,No change,False,4,
SN0009-34619,N0009,2025-12-12,Peds,Day,8,4,8,2,1,False,False,F878,Medium,Moderate,Every day,False,False,Less,False,3,
SN0058-34007,N0058,2025-12-06,Peds,Evening,8,6,3,2,0,False,False,F879,Low,None,Never,True,True,Less,False,4,
